Record,Location,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,longitude,latitude
2017000751,BANK ST @ HERON RD,2017,5/20/2017,16:10:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.66755803,45.37858686
2017000752,BANK ST @ HERON RD,2017,5/5/2017,12:31:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66756063,45.37856253
2017000753,BANK ST @ HERON RD,2017,7/4/2017,12:34:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.66754949,45.3785868
2017000754,BANK ST @ HERON RD,2017,7/23/2017,19:05:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66756165,45.37857275
2017000755,BANK ST @ HERON RD,2017,9/7/2017,20:34:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,-75.66755999,45.37857447
2017000756,BANK ST @ HERON RD,2017,10/13/2017,14:35:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66756591,45.37858303
2017000757,BANK ST @ HERON RD,2017,12/11/2017,9:25:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,-75.66756603,45.37857451
2017000758,BANK ST @ HERON RD,2017,12/15/2017,8:18:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.66754932,45.37859884
2017000759,BANK ST @ HERON RD,2017,12/11/2017,11:50:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66753569,45.37858281
2017000760,BANK ST @ HERON RD,2017,11/17/2017,21:45:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.66754775,45.37855326
2017000761,BANK ST @ HERON RD,2017,12/1/2017,18:33:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,-75.66755812,45.37858085
2017000762,BANK ST @ HERON RD,2017,2/2/2017,16:57:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66754437,45.37857399
2017000763,BANK ST @ HERON RD,2017,2/9/2017,16:55:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.66755812,45.37858085
2017000764,BANK ST @ HERON RD,2017,1/27/2017,17:05:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,-75.66755382,45.37858326
2017000765,BANK ST @ HERON RD,2017,2/22/2017,3:05:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,-75.66753842,45.37855848
2017000766,BANK ST @ HERON RD,2017,4/7/2017,23:13:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66755821,45.37857483
2017000767,BANK ST @ HERON RD,2017,12/26/2017,13:15:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66755401,45.37857017
2017000768,BANK ST @ HOLMWOOD AVE,2017,5/10/2017,20:45:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.68656792,45.39982873
2017000769,BANK ST @ HOLMWOOD AVE,2017,3/17/2017,12:17:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.68659364,45.3998229
2017000770,BANK ST @ HOPEWELL AVE,2017,5/16/2017,9:28:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.68300509,45.39356429
2017000771,BANK ST @ HOPEWELL AVE,2017,5/23/2017,21:33:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle,-75.68300082,45.39356419
2017000772,BANK ST @ HOPEWELL AVE,2017,2/3/2017,18:44:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,01 - Approaching,-75.68299827,45.39355324
2017000773,BANK ST @ HOPEWELL AVE,2017,12/17/2017,15:38:00,03 - Snow,05 - Packed snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,01 - Approaching,-75.68299904,45.39356455
2017000774,BANK ST @ HUNT CLUB RD,2017,6/22/2017,17:20:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64732387,45.35363552
2017000775,BANK ST @ HUNT CLUB RD,2017,4/24/2017,20:57:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.64733717,45.35364005
2017000776,BANK ST @ HUNT CLUB RD,2017,4/25/2017,5:17:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,03 - Dawn,03 - P.D. only,02 - Angle,-75.64733708,45.35364606
2017000777,BANK ST @ HUNT CLUB RD,2017,5/9/2017,5:51:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.64734571,45.35364011
2017000778,BANK ST @ HUNT CLUB RD,2017,6/12/2017,18:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64732613,45.3536583
2017000779,BANK ST @ HUNT CLUB RD,2017,7/30/2017,20:38:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,04 - Sideswipe,-75.64731935,45.35363268
2017000780,BANK ST @ HUNT CLUB RD,2017,7/29/2017,15:29:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64732079,45.35364205
2017000781,BANK ST @ HUNT CLUB RD,2017,8/29/2017,10:42:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.64731475,45.35364201
2017000782,BANK ST @ HUNT CLUB RD,2017,9/2/2017,9:41:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.64733897,45.35364221
2017000783,BANK ST @ HUNT CLUB RD,2017,10/10/2017,14:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64731888,45.35364483
2017000784,BANK ST @ HUNT CLUB RD,2017,9/25/2017,14:53:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.64732601,45.35363504
2017000785,BANK ST @ HUNT CLUB RD,2017,9/30/2017,11:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64734489,45.35364649
2017000786,BANK ST @ HUNT CLUB RD,2017,9/29/2017,13:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64732601,45.35363504
2017000787,BANK ST @ HUNT CLUB RD,2017,9/6/2017,17:55:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.6473269,45.35363784
2017000788,BANK ST @ HUNT CLUB RD,2017,11/9/2017,12:08:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.64734562,45.35364613
2017000789,BANK ST @ HUNT CLUB RD,2017,11/28/2017,15:40:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64733287,45.35364204
2017000790,BANK ST @ HUNT CLUB RD,2017,2/10/2017,12:40:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64733296,45.35363664
2017000791,BANK ST @ HUNT CLUB RD,2017,2/2/2017,7:10:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,03 - Rear end,-75.64733283,45.35364493
2017000792,BANK ST @ HUNT CLUB RD,2017,1/6/2017,11:04:00,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64735504,45.35362473
2017000793,BANK ST @ HUNT CLUB RD,2017,1/5/2017,22:29:00,02 - Rain,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.64732702,45.35362932
2017000794,BANK ST @ HUNT CLUB RD,2017,2/14/2017,0:08:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.64733275,45.35365014
2017000795,BANK ST @ HUNT CLUB RD,2017,4/17/2017,13:56:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.64733717,45.35364005
2017000796,BANK ST @ HUNT CLUB RD,2017,12/28/2017,8:10:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64733904,45.35363791
2017000797,BANK ST @ JOHN QUINN RD,2017,5/14/2017,8:39:00,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,01 - Approaching,-75.49868396,45.231891
2017000798,BANK ST @ JOHN QUINN RD,2017,2/14/2017,4:40:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,-75.49874981,45.23190266
2017000799,BANK ST @ JOHNSTON RD,2017,6/21/2017,11:29:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.65688994,45.36039115
2017000800,BANK ST @ JOHNSTON RD,2017,4/29/2017,17:22:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.65691546,45.36039736
2017000801,BANK ST @ JOHNSTON RD,2017,8/17/2017,20:34:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.65689403,45.36040303
2017000802,BANK ST @ JOHNSTON RD,2017,10/31/2017,9:35:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.65690692,45.3603973
2017000803,BANK ST @ JOHNSTON RD,2017,10/11/2017,17:19:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.65689338,45.36039826
2017000804,BANK ST @ JOHNSTON RD,2017,11/18/2017,11:35:00,04 - Freezing Rain,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.65689857,45.3603852
2017000805,BANK ST @ JOHNSTON RD,2017,11/24/2017,17:21:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.65689857,45.3603852
2017000806,BANK ST @ JOHNSTON RD,2017,12/3/2017,18:05:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,-75.65688833,45.36039919
2017000807,BANK ST @ JOHNSTON RD,2017,11/24/2017,9:51:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.65691546,45.36039736
2017000808,BANK ST @ JOHNSTON RD,2017,1/5/2017,16:30:00,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.65687186,45.36042021
2017000809,BANK ST @ JOHNSTON RD,2017,1/31/2017,18:02:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.65687511,45.36038693
2017000810,BANK ST @ JOHNSTON RD,2017,1/27/2017,16:35:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,-75.65688723,45.36039471
2017000811,BANK ST @ JOHNSTON RD,2017,3/9/2017,16:12:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.65687501,45.36039369
2017000812,BANK ST @ JOHNSTON RD,2017,3/6/2017,18:16:00,04 - Freezing Rain,06 - Ice,01 - Traffic signal,03 - At intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement,-75.65688985,45.36039717
2017000813,BANK ST @ JOHNSTON RD,2017,12/21/2017,10:29:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.65690344,45.36038723
2017000814,BANK ST @ KILBORN AVE/BELANGER AVE,2017,5/13/2017,13:54:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.67184045,45.3837832
2017000815,BANK ST @ KILBORN AVE/BELANGER AVE,2017,11/22/2017,10:49:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.67185105,45.38379532
2017000816,BANK ST @ KILBORN AVE/BELANGER AVE,2017,2/14/2017,18:03:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.67181575,45.38379844
2017000817,BANK ST @ KILBORN AVE/BELANGER AVE,2017,1/1/2017,11:41:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,-75.67183628,45.38378394
2017000818,BANK ST @ KILBORN AVE/BELANGER AVE,2017,3/1/2017,8:36:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.67183182,45.38378916
2017000819,BANK ST @ KINGSDALE AVE,2017,10/5/2017,14:12:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.62622441,45.34812229
2017000820,BANK ST @ KINGSDALE AVE,2017,12/4/2017,15:03:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.62621002,45.34812328
2017000821,BANK ST @ KINGSDALE AVE,2017,1/30/2017,21:44:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.62623564,45.348107
2017000822,BANK ST @ LAURIER AVE,2017,6/9/2017,14:56:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.69908999,45.41851454
2017000823,BANK ST @ LAURIER AVE,2017,6/1/2017,15:01:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.69909626,45.41851746
2017000824,BANK ST @ LAURIER AVE,2017,8/3/2017,16:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69910267,45.41852426
2017000825,BANK ST @ LAURIER AVE,2017,10/2/2017,19:06:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,-75.69908119,45.41853254
2017000826,BANK ST @ LAURIER AVE,2017,9/6/2017,12:53:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,-75.69909119,45.41851996
2017000827,BANK ST @ LEITRIM RD,2017,5/18/2017,20:30:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,-75.59982249,45.33098558
2017000828,BANK ST @ LEITRIM RD,2017,5/5/2017,15:54:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.59985643,45.33099788
2017000829,BANK ST @ LEITRIM RD,2017,7/12/2017,21:09:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,-75.59984386,45.33098334
2017000830,BANK ST @ LEITRIM RD,2017,9/27/2017,16:07:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.59983235,45.33098363
2017000831,BANK ST @ LEITRIM RD,2017,10/4/2017,12:25:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.59985662,45.33098585
2017000832,BANK ST @ LEITRIM RD,2017,1/11/2017,9:37:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.59984366,45.33099587
2017000833,BANK ST @ LEITRIM RD,2017,1/9/2017,7:15:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,03 - Rear end,-75.59983312,45.33097021
2017000834,BANK ST @ LEITRIM RD,2017,1/6/2017,7:55:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.59985086,45.33097847
2017000835,BANK ST @ LEITRIM RD,2017,3/14/2017,12:36:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.59984837,45.33096772
2017000836,BANK ST @ LEWIS ST,2017,1/30/2017,13:17:00,01 - Clear,05 - Packed snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,-75.69495407,45.41372807
2017000837,BANK ST @ LISGAR ST,2017,10/6/2017,10:30:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.69754387,45.41670471
2017000838,BANK ST @ MACLAREN ST,2017,10/17/2017,16:39:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.6958284,45.4147314
2017000839,BANK ST @ MARCO ST,2017,2/12/2017,19:01:00,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,-75.5688039,45.27776994
2017000840,BANK ST @ MASON ST,2017,1/2/2017,15:45:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.56829576,45.27692874
2017000841,BANK ST @ MCLEOD ST,2017,5/13/2017,11:01:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,-75.69323568,45.41149037
2017000842,BANK ST @ MCLEOD ST,2017,10/4/2017,8:30:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.69320861,45.41148846
2017000843,BANK ST @ MITCH OWENS RD,2017,4/30/2017,8:21:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.57002994,45.27969957
2017000844,BANK ST @ MITCH OWENS RD,2017,6/5/2017,16:11:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.57005119,45.27970374
2017000845,BANK ST @ MITCH OWENS RD,2017,8/19/2017,16:25:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.57006749,45.27971561
2017000846,BANK ST @ MITCH OWENS RD,2017,10/5/2017,14:24:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.57005722,45.27970368
2017000847,BANK ST @ MITCH OWENS RD,2017,1/9/2017,12:09:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.57004175,45.27969556
2017000848,BANK ST @ MITCH OWENS RD,2017,4/21/2017,13:00:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.57004709,45.27969369
2017000849,BANK ST @ ORVILLE KEMP ST,2017,6/22/2017,7:41:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.60164391,45.33412801
2017000850,BANK ST @ OSSINGTON AVE,2017,6/10/2017,19:07:00,01 - Clear,01 - Dry,10 - No control,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.68146665,45.39189444
2017000851,BANK ST @ OSSINGTON AVE,2017,12/21/2017,12:04:00,01 - Clear,02 - Wet,10 - No control,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.68145759,45.39191187
2017000852,BANK ST @ PARK LANE,2017,8/12/2017,18:27:00,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.61648031,45.34079238
2017000853,BANK ST @ PARK LANE,2017,8/12/2017,17:01:00,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.61651286,45.3407604
2017000854,BANK ST @ PORTLAND AVE,2017,12/24/2017,17:10:00,01 - Clear,05 - Packed snow,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.66618026,45.37587766
2017000855,BANK ST @ POWELL AVE,2017,5/19/2017,15:07:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,-75.6904141,45.40658703
2017000856,BANK ST @ QUEEN ST,2017,5/11/2017,16:40:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70082886,45.42054835
2017000857,BANK ST @ QUEENSDALE AVE,2017,5/24/2017,14:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.62535869,45.34760975
2017000858,BANK ST @ QUEENSDALE AVE,2017,7/23/2017,14:18:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.62537124,45.3476262
2017000859,BANK ST @ QUEENSDALE AVE,2017,10/19/2017,14:36:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.62536303,45.34762121
2017000860,BANK ST @ QUEENSDALE AVE,2017,9/27/2017,15:29:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.62537643,45.34762306
2017000861,BANK ST @ QUEENSDALE AVE,2017,12/15/2017,17:12:00,03 - Snow,04 - Slush,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.62536704,45.34762185
2017000862,BANK ST @ QUEENSDALE AVE,2017,12/15/2017,17:00:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.62536552,45.34760517
2017000863,BANK ST @ RANDALL AVE,2017,10/2/2017,15:25:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.6707594,45.38248469
2017000864,BANK ST @ RANDALL AVE,2017,9/30/2017,19:45:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.67076613,45.38248273
2017000865,BANK ST @ RIDEAU RD,2017,5/19/2017,10:20:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.58000939,45.2968512
2017000866,BANK ST @ RIDEAU RD,2017,7/5/2017,19:47:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,01 - Fatal injury,05 - Turning movement,-75.58002208,45.29685733
2017000867,BANK ST @ RIDEAU RD,2017,8/29/2017,12:53:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.58001909,45.29686729
2017000868,BANK ST @ RIDEAU RD,2017,7/17/2017,14:35:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.58002213,45.29685462
2017000869,BANK ST @ RIDEAU RD,2017,3/15/2017,16:20:00,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.58000939,45.2968512
2017000870,BANK ST @ RIDEAU RD,2017,4/3/2017,12:07:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.58002843,45.29686655
2017000871,BANK ST @ RIDEAU RD,2017,3/2/2017,13:25:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.58000067,45.29686317
2017000872,BANK ST @ RIDEAU RD,2017,3/26/2017,15:52:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.58003468,45.29686947
2017000873,BANK ST @ RIDEAU RD,2017,12/25/2017,22:57:00,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,-75.58002198,45.29686378
2017000874,BANK ST @ RIDGEMONT AVE,2017,10/21/2017,17:37:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.66651105,45.37655528
2017000875,BANK ST @ RIVERDALE AVE,2017,1/28/2017,10:21:00,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,-75.67911166,45.39005173
2017000876,BANK ST @ RIVERDALE AVE,2017,12/22/2017,19:48:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle,-75.67911337,45.39006879
2017000877,BANK ST @ RIVERSIDE DR N,2017,5/26/2017,13:17:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.67724121,45.38883148
